Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Annex Ventures,https://www.crunchbase.com/organization/annex-ventures-2,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Annex Ventures supports early to mid-stage funding for individual entrepreneurs and start up companies in the high tech, biotechnology and medical device markets.",,https://www.twitter.com/annexventures,,,,Active,Annex Ventures is small dedicated team.,2001-08-01,month,,,,,,https://www.annexventures.com/,,,,Venture Capital,Early Stage Venture,1,1,,,,,,,,"31,978",0,-0.4,-0.4,,42.38,,,,,,,,,,,2,,,,,,,,,,
LF International,https://www.crunchbase.com/organization/lf-international,"The Woodlands, Texas, United States",,,"Greater Houston Area, Southern US",,,,,,,,Active,"LF International is the venture capital arm of Li & Fung Limited, a global consumer products sourcing company",,,,,,,,http://www.lfvc.com,contact@fungcapitalusa.com,(415) 315-7440,,Venture Capital,,1,1,,1,,,,,,"31,985",-0.1,1.3,5.8,,,,,,,,,,,,,5,,,,,,,,,,
RoseRock,https://www.crunchbase.com/organization/roserock,"Bryan, Texas, United States",,,Southern US,,,,https://twitter.com/RoseRockCapital,,https://www.facebook.com/RoseRockTX,,Active,"A purpose-driven family of companies, generously serving people with integrity, excellence and versatility.",2013-01-01,year,,,,,,http://www.roserock.co/,inquiries@roserockcapital.net,979-823-8525,,Private Equity Firm,,1,1,,,,,,,,"32,061",-0.3,4.1,1.1,,98.34,-100%,,,,,,,,,,14,,,,,,,,78616,USD,78616
BlueRock Energy Capital,https://www.crunchbase.com/organization/bluerock-energy-capital,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,BlueRock Energy Capital is an independent oil and gas producer finance company that provides growth capital ranging from $1 to $20 million to independent producers for reserve-based acquisitions and monetizations with associated production enhancement and/or development.,1,,https://www.linkedin.com/company/bluerock-energy-capital,,,Active,BlueRock Energy Capital is an independent oil and gas producer finance company.,,,,,,,,http://www.bluerockep.com/,,(281) 376-0111,,Venture Capital,,1,1,,,1,1,,,,"33,118",-0.1,0.4,1.3,222,73.22,,,,1,,100%,,"25,633,081",,,17,,,,,,,,,,
NexPoint Advisors,https://www.crunchbase.com/organization/nexpoint-advisors,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"NexPoint Advisors, L.P., headquartered in Dallas, TX, is a SEC-registered investment advisor to closed end fund, NexPoint Strategic Opportunities Fund.  The Fund is invested primarily in below investment grade debt and equity securities and has the ability to hedge risk. The manager attempts to exceed the return of Dow Jones Credit Suisse Hedge Fund Index in a transparent, registered fund format with monthly dividends. NexPoint Advisors, L.P. has served as the Fund’s investment adviser since June 11th, 2012 and is an affiliate of Highland Capital Management Fund Advisors, L.P., the Fund’s investment adviser from December 15th, 2011 to June 10th, 2012 and Highland Capital Management, L.P., the Fund’s investment adviser from inception in 2006 to December 14th, 2011. The Fund seeks both current income and capital appreciation by investing primarily in below investment grade debt and equity with the ability to hedge risk.  The manager attempts to exceed the return of the Dow Jones Credit Suisse Hedge Fund and the HFRX Global Hedge Fund indices in a transparent, registered fund format with monthly dividends.",,,,,,Active,A SEC-registered investment advisor to closed end fund.,,,,,,,,https://www.nexpointadvisors.com/,info@nexpointadvisors.com,(855) 498-1580,,Private Equity Firm,Private Equity,1,1,,1,,,,,,"34,233",-0.2,-0.1,3.1,"5,053","2,596.37",650.05%,19,-92.66%,1.78,-44.13%,29.83%,8.96%,"5,339,974","-6,750,845",-55.83%,2,,,6,,,,,,,
NCK Capital,https://www.crunchbase.com/organization/nck-capital,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"NCK Capital is a private equity firm that acquires controlling interests in lower middle-market companies. The firm provides capital structures, management incentives, and operational support to its partner companies. NCK Capital seeks to invest in companies operating in business services, niche manufacturing, specialty distribution, for-profit education, and healthcare sectors.",,,,,,Active,NCK Capital is a private equity firm that acquires controlling interests in lower middle-market companies.,,,,,,,,http://www.nckcapital.com,,,,Private Equity Firm,,1,1,,,,,,,,"35,304",0.6,2.5,2.6,168,143.39,,188,,7.33,,,,"19,559,631",,,4,,,,,,,,,,
AV Capital,https://www.crunchbase.com/organization/av-capital,"Austin, Texas, United States",,,Southern US,,,,,,,,Active,AV Capital is a company specialized in partnering with entrepreneurial middle market companies as the first-time institutional investor.,2015-01-01,year,,,,,,http://av.capital,cole@av.capital,512.485.1909,,Private Equity Firm,,1,1,,,,,,,,"36,159",-0.3,-0.1,3,188,630.32,-76.34%,,,1,-68.35%,100%,79.25%,"27,100,392","16,004,319",144.23%,21,,,7,,,,,,,
Porthcawl Holdings,https://www.crunchbase.com/organization/porthcawl-holdings,"San Antonio, Texas, United States",,,Southern US,,We believe in the technology powered future of the world and look to own companies that help businesses simplify their operations and increase their productivity. The Internet and the billions of connected devices will transform existing manual processes saving time and eliminating rework.   Our interest is focused on businesses that have established product market fit and generate cash.  The ideal opportunity for us has a strong software technology platform and great operational team while missing either strategic leadership or a go to market plan to continue to drive growth.,,,https://www.linkedin.com/company/porthcawl-holdings-llc,,,Active,Porthcawl Holdings is a B2B SaaS Private Equity focused on cash flow positive companies missing a growth engine.,2015-04-12,day,,,,,,http://www.porthcawlholdings.com,,(210)867-9338,,Private Equity Firm,"Debt, Private Equity, Seed",1,1,,,1,1,,,,"36,487",-0.2,0.7,0,,29.9,,,,,,,,,,,13,,,,,,,,,,
Haddington Ventures,https://www.crunchbase.com/organization/haddington-ventures,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,2,,,,,Active,Haddington Ventures is a private equity and venture capital firm.,1998-01-01,year,,,,,,http://www.hvllc.com,,713-532-7992,,Venture Capital,Venture,1,1,,1,,,,,,"36,490",2.8,2.9,4.2,,373.49,-100%,,,,,,,,,,5,,,,,,,,163788,USD,163788
TPH Partners,https://www.crunchbase.com/organization/tph-partners,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"TPH Partners is a Houston-based energy private equity group that makes middle-market equity investments in the upstream, midstream and oilfield services sectors of the energy industry, seeking attractive entry points into businesses that provide long-term growth potential. Our relatively unique focus on small to middle-market investment opportunities provides tangible benefits to both our investors and our portfolio companies. TPH Partners is the private equity business of Tudor, Pickering, Holt & Co.",,,,,,Active,An integrated energy investment and merchant bank.,2008-01-01,year,,,,,For Profit,http://www.tphpartners.com/,,,,Private Equity Firm,Private Equity,1,1,,,,,,,,"37,001",-0.1,-0.2,2.3,150,196.07,,,,1,,100%,,"29,225,518",,,10,,,,,,,,,,
TWV Capital Management,https://www.crunchbase.com/organization/twv-capital-management,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"TWV Capital Management, L.L.C. (TWV Capital) is an independent, Dallas-based private equity firm that provides growth capital through innovative capital solutions to private companies in a way that allows owners and management to maintain majority ownership and control. In addition to providing capital, TWV Capital brings an experienced team of industry and functional experts, entrepreneurs, and seasoned professionals who serve as trusted advisors and resources for portfolio companies.",3,,https://www.linkedin.com/company/3621110,https://www.facebook.com/TWVcapital,,Active,"TWV Capital Management, L.L.C. (TWV Capital) is an independent, Dallas-based private equity firm",2011-01-01,year,,,,,,http://twvcapital.com,info@twvcapital.com,214.444.7890,,Private Equity Firm,,1,1,,1,,,,,,"37,111",-0.3,-0.3,-0.1,,146.5,-100%,,,,,,,,,,16,,,5,,,,,27997,USD,27997
Corriente Advisors,https://www.crunchbase.com/organization/corriente-advisors,"Fort Worth, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Corriente Advisors is an employee owned hedge fund sponsor. The firm provides its services to pooled investment vehicles. It invests in the public equity and alternative investment markets of the United States. The firm employs a combination of in-house and external research to make its portfolios. Corriente Advisors, LLC was founded in 2004 and is based in Fort Worth, Texas.",,,,,,Active,An Employee owned hedge fund sponsor,,,,,,,,http://www.corrientecapital.com,,214.855.2420,,Hedge Fund,"Late Stage Venture, Private Equity",1,1,,,1,1,,,,"37,154",-0.1,0.1,-0.2,152,71.2,,,,1,,100%,,"29,000,841",,,7,,,,,,,,,,
Dos Rios Partners,https://www.crunchbase.com/organization/dos-rios-partners,"Austin, Texas, United States",,,Southern US,,"Dos Rios is a Texas-based private equity partnership formed by four Partners – Bo Baskin, Wayne Patterson, Jay Turner and Kevin Benoit. Dos Rios invests in the junior (i.e. common, preferred and/or mezzanine) securities of proven, growing niche businesses with approximately $2.0 – $8.0 million in EBITDA, alongside strong, motivated management teams. Dos Rios can help these small businesses with either control or non-control transactions.",1,,,,,Active,"Dos Rios Partners, L.P. is a Texas-based private equity partnership.",2012-01-01,year,,,,,,http://dosriospartners.com,,214-224-0907,,Private Equity Firm,Private Equity,1,1,,1,,,,,,"37,527",-0.2,-0.4,3,108,229.74,-70.76%,184,-50.21%,5,-43.13%,,,"24,952,819","12,247,642",96.4%,4,,,8,,,,,1809462,USD,1809462
Source Spring,https://www.crunchbase.com/organization/source-spring,"Austin, Texas, United States",,,Southern US,,,,https://www.twitter.com/sourcespring,,,,Active,Source Spring is a boutique firm with an affliction to invest for startups.,2009-01-01,year,,,,,,http://www.thesourcespring.com,,15126863408,,Venture Capital,Early Stage Venture,1,1,,,1,1,,,,"38,134",0.1,-0.1,0.6,150,156.82,,60,,2,,,,"26,164,310",,,19,,,1,,,,,,,
"Stark Capital Management,LLC",https://www.crunchbase.com/organization/stark-capital-management-llc,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,,,,,,Active,Stark Capital Management is a company that offers investment and institutional support services.,,,,,,,,http://starkcapital.com,,,,Venture Capital,,1,1,,1,1,1,,,,"38,167",-0.2,-0.3,0,,64.96,,,,,,,,,,,6,,,,,,,,35305,USD,35305
SmithCo Investments,https://www.crunchbase.com/organization/smithco-investments,"Austin, Texas, United States",,,Southern US,,,,,,,,Active,SmithCo Investments is a company that offers technology and media development services.,,,,,,,,http://www.e3-foundation.com,,,,Micro VC,Seed,1,1,,,,,,,,"38,762",2,2.1,3.4,,88.72,-100%,,,,,,,,,,13,,,6,,,,,,,
Rivington Capital Partners,https://www.crunchbase.com/organization/rivington-capital-partners,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,,,,,,Active,Rivington Capital Partners is a company that provides investment services.,2002-01-01,year,,,,,,http://www.rivingtoncap.com,,713-750-0900,,Private Equity Firm,Private Equity,1,1,,,,,,,,"39,372",2,1.8,4.3,,204.86,,,,,,,,,,,1,,,,,,,,51251,USD,51251
Mastodon Capital Management,https://www.crunchbase.com/organization/mastodon-capital-management,"Austin, Texas, United States",,,Southern US,,,,,,,,Active,Alternative investments with attractive risk-adjusted returns to qualified investors,,,,,,,,http://www.mastodoncapital.com/,cdrummond@mastodoncapital.com,,,Venture Capital,,1,1,,,,,,,,"39,396",0.6,-0.1,-0.4,,103.13,-100%,,,,,,,,,,12,,,,,,,,,,
LV Partners,https://www.crunchbase.com/organization/lv-partners-lp,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Patent Portfolio fully acquired by RPX Corporation, LV Partners was established for Patent Investment, Prosecution and Management of the ""Scan Commerce"" & ""Scan Connect"" Pulitzer Patent Portfolio",11,,,,,Active,"Patent Investment and Prosecution  of the ""Scan Commerce"" & ""Scan Connect"" Pulitzer Patent Portfolio - acquired by RPX Corporation",2001-07-12,day,,,,,For Profit,,,,,Family Investment Office,,1,1,,1,,,,,,"39,585",-0.6,-1.1,7.3,,,,,,,,,,,,,,,,,,,,,,,
McCombs Enterprises,https://www.crunchbase.com/organization/mccombs-enterprises,"San Antonio, Texas, United States",,,Southern US,,,,,,,,Active,McCombs Enterprises is an investments and capital funding group.,,,,,,,,http://www.mccombsenterprises.com,,,,Venture Capital,Seed,1,1,,,,,,,,"39,950",1.3,0.4,0,,895.43,-100%,,,,,,,,,,14,,,,,,,,1915004,USD,1915004
HBC Investments,https://www.crunchbase.com/organization/hbc-investments,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,4,,,,,Active,HBC Investments is an private equity firm.,,,,,,,,http://www.hbcinvestments.com,,214-451-4640,,Private Equity Firm,Private Equity,1,1,,,,,,,,"40,974",1.1,2.6,0,18,107.75,-89.25%,76,,5,400%,0%,-100%,"33,765,244","6,380,599",23.3%,11,,,,,,,,13179882,USD,13179882
Navlok Ventures,https://www.crunchbase.com/organization/navlok-ventures,"Lewisville, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"We are a seed capital firm focused mainly on India-based companies. We invest in and partner with companies that offer products and services that have the potential to scale or tap into global markets. Our portfolio companies are characterized by strong management teams. In many cases, we will be the initial seed investor to the companies.",1,,,,,Active,Navlok Ventures is a seed capital firm that invests in and partner with companies that offers products and services.,,,,,,,,http://www.navlok.com,contact@navlok.com,,,Angel Group,Private Equity,1,1,,,,,,,,"41,029",2.7,2.9,1,,,,,,,,,,,,,11,,,,,,,,,,
Aureus Partners,https://www.crunchbase.com/organization/aureus-partners,"San Antonio, Texas, United States",,,Southern US,,,,,,,,Active,Aureus Partners is an advertising and marketing company it delivers services to increase significant capital of the companies.,,,,,,,,http://www.aureuspartners.com,,(210) 226-7100,,Corporate Venture Capital,,1,1,,,1,1,,,,"41,934",3.2,2.7,2.5,,,,,,,,,,,,,10,,,,,,,,,,
Edge Group,https://www.crunchbase.com/organization/edge-group,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,1,https://www.twitter.com/edge_group,https://www.linkedin.com/company/edge-marketing-and-procurement,https://www.facebook.com/90927434203,,Active,"Edge Group is international insurance brokers providing insurance solutions to all companies involved in shipping, finance and trade.",1991-01-01,year,,,,,,https://www.edge-group.com,info@edge-group.com,713-667-1888,,Micro VC,Seed,1,1,,,,,,,,"42,347",-0.4,0,-0.3,"14,818","8,580.59",257.13%,18,-56.55%,1.55,-58.8%,27.22%,1.8%,"2,494,674","-1,199,557",-32.47%,37,2,,12,,,,,69751,USD,69751
Cardinal Investment Co.,https://www.crunchbase.com/organization/cardinal-investment-co,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Cardinal Investment Company is an employee owned investment manager.,,,,,,,,,,,,Venture Capital,,1,1,,,1,1,,,,"43,237",0.3,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
A&M Investments,https://www.crunchbase.com/organization/a-m-investments,"San Antonio, Texas, United States",,,Southern US,,"A&M INVESTMENT is a loan acquisition firm based out of San Antonio, Texas which is interested in the purchase and management of mortgage notes secured by land statewide.",,,,,,Active,A&M Investments is a real estate company for residential and commercial properties.,,,,,,,,http://a-minvestment.com,info@a-minvestment.com,(800) 330-3573,,Fund Of Funds,Seed,1,1,,,,,,,,"43,530",-0.1,-0.4,0.9,,,,,,,,,,,,,17,,,,,,,,,,
Octavia Investments,https://www.crunchbase.com/organization/octavia-investments,"Austin, Texas, United States",,,Southern US,,,,,,,,Active,"Octavia Investments LLC (""Octavia"") is a Registered Investment Advisory firm",2011-01-01,year,,,,,,http://www.octaviainvestments.com,,,,Venture Capital,,1,1,,1,,,,,,"43,724",0.2,0.2,4.3,,,,,,,,,,,,,4,,,,,,,,,,
Matterhorn Capital,https://www.crunchbase.com/organization/matterhorn-capital,"San Antonio, Texas, United States",,,Southern US,,"Matterhorn Capital Management, LLC was founded in 2005 to provide investors with attractive, risk-adjusted returns over the market cycle and capital preservation during downturns.",,,,,,Active,Matterhorn Capital is a company that specializes in investing services.,2005-01-01,year,,,,,,http://www.matterhorncap.com,,210.244.2750,,Venture Capital,,1,1,,,,,,,,"43,784",-0.1,2.3,-0.3,,,,,,,,,,,,,10,,,,,,,,,,
Mavor Lane,https://www.crunchbase.com/organization/mavor-lane,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Mavor Lane added,,,,,,,,http://www.mavorlane.com,info@mavorlane.com,,,Venture Capital,,1,1,,,1,1,,,,"43,922",1.5,3,0.2,,24,-100%,,,,,,,,,,9,,,,,,,,,,
Collide Village Accelerator Program,https://www.crunchbase.com/organization/collide-village-accelerator,"Addison, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"The Collide Village is a milestone driven accelerator where we invest in startups, teach them about evidence based entrepreneurship, and help founders brand and commercialize their innovations. The Village offers each accepted company: - An initial seed fund of $25K in return for 8% of company’s equity - Strong Customer Development and Validation focus - Access to an exclusive network of Mentors, Advisors, and Investors - Free office space for duration of the program Our 3-month program focuses on customer development, validation, value proposition canvas, MVP (minimum viable product) definition, consumer and business marketing, branding, go-to market strategy and fundraising. It Takes a Village to Raise a Start-up Mentors, partners, investors, university alliances, and corporate patrons make up our village. This network prides itself on providing our start-ups with the support they need. This is both our network and our village! An exclusive list of top-level mentors from across the nation chooses to donate time, knowledge, and experience to our start-ups. These mentors have demonstrated success and lived a life of their own in the start-up world. They drive our Village to the next level. A key differentiating factor of the CVAP is that start-ups perform extensive customer validation before investing in further product development. After market validation, start-ups work with top-notch market research firms and expert branding mentors. They develop go-to-market and marketing and branding strategies. Start-ups complement their product understanding with meaningful consumer and market insights. Our supporters are vested in CVAP’s success. They are industry leading technology, business services, and legal firms. In addition, top VC firms and local and national angel investors work with CVAP. The Village provides networking opportunities to help you find potential partners and experts who can help propel your start-up to success. Goal Driven We are redefining how accelerators conclude their programs. CVAP is milestone driven, meaning we measure a start-up’s success against its goals. An investor’s view of a company as “I’ll know when I see the product” isn’t a formal way of assessing project maturity or quantifying risk. We provide these investors a common language that communicates objectives to start-ups. We do this by defining Investment Readiness Level (IRL). IRL is a bridge that connects the capital-efficient Lean Startup process and the capital-raising process for founders. Seed Funding? We invest $25k in seed stage funds. With this funding, start-ups perform first hand customer validations. They also develop a strong marketing message while working with market research partners and some of the best agencies in Dallas, TX. Pitch Day? The accelerator world overuses Pitch Days, but we don’t entirely believe in how they are structured. Instead we embrace a philosophy of invite-only investor audience. This allows you to focus on the task at hand without distraction.  Our last cohort’s pitch day had more than 50% of accredited investors present along with key industry advocates, startup connectors and local corporate patrons. Can you make a noise? If you can make some noise, we can help amplify your message. The Village works with media partners to help make the right level of needed noise as part of our go-to market strategy. Benefits? You can’t put a dollar value on the advice and support you will receive throughout the program. But you can expect more benefits including legal advice, hosting credits, discounts from local establishments and other valuable resources. A partner for life! Collide Village will take an 8% equity in your company in exchange for our investment, network, advice, mentorship and access to our priceless Village.",2,http://twitter.com/CollideVillage,http://www.linkedin.com/company/3837183,http://www.facebook.com/collidevillage,,Active,"The Collide Village Accelrator Program (CVAP) is a milestone driven seed stage startup accelerator in the Dallas, TX.",2014-04-01,day,,,,,,http://www.collidevillage.com/,info@collidevillage.com,,,Accelerator,"Early Stage Venture, Seed",1,1,,,,,On-Site,2015-08-04,,"44,458",-0.2,-0.2,-0.4,,148.63,-100%,,,,,,,,,,24,,,8,,,,,,,
Buena Venture Associates,https://www.crunchbase.com/organization/buena-venture-associates,"Fort Worth, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Buena Venture Associates, L.P. (""BVA""), is an early stage venture capital investor focused on the insurance industry.  We are interested in investing in or acquiring books of business, entire insurance agencies, brokers, or wholesalers. We are especially interested in those agencies that are in need of operational and technology assistance but cannot afford to make the investment required from internal cash flow. Our investment strategy also seeks to leverage the assets current assets under management that includes the diverse companies and technologies available from InsureZone.",,,,,,Active,"Buena Venture Associates, L.P. (BVA), is an early stage venture capital investor focused on the insurance industry.",1998-01-01,year,,,,,,http://www.buenaventure.com,,,,Venture Capital,Early Stage Venture,1,1,,1,,,,,,"44,557",0.1,-0.1,-0.1,88,31.21,-10.92%,,,1,0%,100%,0%,"31,704,326","509,151",1.63%,2,,,,,,,,,,
Bozeman Limited Partnership,https://www.crunchbase.com/organization/bozeman-limited-partnership,"Austin, Texas, United States",,,Southern US,,"Bozeman Limited Partnership is a private equity firm Austin, Texas.",,,,,,Active,"Bozeman Limited Partnership is a private equity firm Austin, Texas.",,,,,,,,,,,,Private Equity Firm,Private Equity,1,1,,1,,,,,,"44,963",-0.1,0.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,
Clavis Capital Partners,https://www.crunchbase.com/organization/clavis-capital-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Clavis Capital Partners makes control investments in strategically viable but capitally constrained industrial oriented companies striving to reach their full potential. Clavis Capital's  professionals are operators, not financial engineers. Our Principals and Advisors are experienced investors that have managed businesses ranging from $20 million to $700 million in revenue across a variety of different sectors. They bring experience. They bring connections. They bring resources. They bring Their hard hat.  They focus on real businesses with growth potential. Their firm works with existing strong management teams; providing not only capital but experience, resources, and connections to grow. They leverage a proven value creation process to facilitate operational improvements leading to significant growth and cash generation. They operate under a win-win philosophy where all stakeholders - investors, management, employees and customers - benefit from Their collective efforts.",,,,,,Active,A unique private equity firm focused on control investments in the industrial sector.,2013-01-01,year,,,,,,http://www.claviscp.com/,tdauphinais@claviscp.com,(214) 812-9199,,Private Equity Firm,Private Equity,1,1,,1,,,,,,"45,540",-0.1,-0.2,0,103,225.25,-66.53%,388,947.02%,1.81,-39.5%,18.5%,18.5%,"29,688,716","11,899,054",66.89%,16,,,,,,,,,,
Crane Nelson,https://www.crunchbase.com/organization/crane-nelson,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,,,,,,Active,Private equity firm,,,,,,,,,,,,Private Equity Firm,"Late Stage Venture, Private Equity",1,1,,1,1,1,,,,"45,614",-0.3,-0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
JFO Group,https://www.crunchbase.com/organization/jfo-group,"Irving, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,"JFO Group, a financial services provider, invests in medical services, insurance services, business process outsourcing, and energy sectors.",,,,,,,,,,,,Micro VC,Seed,1,1,,,,,,,,"46,081",-0.1,1,-0.3,,,,,,,,,,,,,,,,,,,,,,,
Lindwall Family Investments LLC,https://www.crunchbase.com/organization/lindwall-family-investments-llc,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"LFI is a Dallas, Texas based investments group with investments in Real Estate, Food & Beverages and Technology - Enterprise SAAS, Deep Technology (Artificial Intelligence and Machine Learning).​ ​The firm​ ​was founded with the vision of enhancing the spirit of entrepreneurship and creation of value​ ​by allowing​ ​entrepreneurs to make use of capital, network and resources that the firm has to offer. The firm​ ​has​ ​a​ ​long term​ ​investment​ ​horizon with a focus to​ ​invest in high quality companies and assets that provide a high return on invested capital and are managed by efficient and effective management teams​​ with deep industry knowledge and high morale.",,,,,,Active,"LFI is a Dallas, Texas based investments group with investments in Real Estate, Food & Beverages and Technology",,,,,,,,,,,,Family Investment Office,,1,1,,1,,,,,,"46,095",-0.4,-0.4,-0.5,,,,,,,,,,,,,,,,,,,,,,,
Richmont Capital Partners,https://www.crunchbase.com/organization/richmont-capital-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Richmont Capital Partners is a private equity investment arm of Richmont Holdings.,,,,,,,,,,,,Private Equity Firm,Private Equity,1,1,,,1,1,,,,"46,187",-0.1,0.8,1.7,,,,,,,,,,,,,,,,,,,,,,,
Pinto Technology Ventures,https://www.crunchbase.com/organization/pinto-technology-ventures,"Austin, Texas, United States",,,Southern US,,,,,,,,Closed,PTV Sciences is a healthcare venture capital and growth equity firm focused on enabling healthcare entrepreneurs and global innovation.,2003-01-01,year,,,2014-01-06,day,,http://www.pintovc.com,lauren@ptvsciences.com,,,Micro VC,Early Stage Venture,1,1,,,1,1,,,,"46,427",-0.1,-0.2,-0.5,,,,,,,,,,,,,4,,,,,,,,,,
Icarus Investments,https://www.crunchbase.com/organization/icarus-investments,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,"Icarus Investments, Inc. is a private equity firm.",,,,,,,,https://www.icarusinvestments.com,,,,Private Equity Firm,Private Equity,1,1,,,,,,,,"46,706",2.3,3.8,2.5,,,,,,,,,,,,,5,,,,,,,,,,
C5 Partners,https://www.crunchbase.com/organization/c5-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"C5 Partners provides strategic and financial advisory and consulting services to early stage companies. The company offers business plan formulation, valuation, due diligence, resource evaluation and procurement, partner identification, turnaround, reorganization, and divestment advisory services. C5 Partners, formerly known as New World Merchant Capital, LLC, was founded in 1989 and is headquartered in Dallas, Texas.",,,,,,Active,C5 Partners provides strategic and financial advisory and consulting services to early stage companies.,1989-01-01,year,,,,,,http://c5partners.com,,,,Private Equity Firm,Private Equity,1,1,,,,,,,,"46,965",-0.2,1.9,0.8,,,,,,,,,,,,,6,,,,,,,,,,
Vianovo Ventures,https://www.crunchbase.com/organization/vianovo-ventures,"Austin, Texas, United States",,,Southern US,,,,http://twitter.com/vianovolp,http://www.linkedin.com/company/vianovo,http://www.facebook.com/Vianovo/133645806686070,,Active,Vianovo Ventures was founded in 2005,2005-01-01,year,,,,,,http://vianovo.com/ventures,info@vianovo.com,202.783.0199,,"Micro VC, Venture Capital",Early Stage Venture,1,1,,,,,,,,"48,051",-0.2,0.2,0.9,"4,494","4,283.07",130.45%,0,-88.58%,1.03,-19.08%,40.66%,12.31%,"6,992,956","-3,163,435",-31.15%,10,,,,,,,,,,
